"FullName","Name","Length","CreationTime","LastWriteTime","LastAccessTime","Attributes","Owner"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\api\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","373","7/5/2025 6:24:07 PM","7/5/2025 6:24:07 PM","7/9/2025 11:19:48 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\arrays\__pycache__","__pycache__",,"7/5/2025 6:24:07 PM","7/5/2025 6:24:07 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\arrays\__init__.py","__init__.py","1227","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:48 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\arrays\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","1331","7/5/2025 6:24:07 PM","7/5/2025 6:24:07 PM","7/9/2025 11:19:48 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\__pycache__","__pycache__",,"7/5/2025 6:24:07 PM","7/5/2025 6:24:08 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\numpy","numpy",,"7/5/2025 6:24:03 PM","7/5/2025 6:24:07 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\__init__.py","__init__.py","4478","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:48 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\_constants.py","_constants.py","536","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:48 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\_optional.py","_optional.py","5089","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:48 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\compressors.py","compressors.py","1975","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:48 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\pickle_compat.py","pickle_compat.py","7723","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:48 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\pyarrow.py","pyarrow.py","1308","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:48 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\numpy\__pycache__","__pycache__",,"7/5/2025 6:24:07 PM","7/5/2025 6:24:08 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\numpy\__init__.py","__init__.py","1366","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:48 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\numpy\function.py","function.py","13291","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:48 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\numpy\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","1872","7/5/2025 6:24:07 PM","7/5/2025 6:24:07 PM","7/9/2025 11:19:48 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\numpy\__pycache__\function.cpython-313.pyc","function.cpython-313.pyc","13012","7/5/2025 6:24:08 PM","7/5/2025 6:24:08 PM","7/9/2025 11:19:48 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","5670","7/5/2025 6:24:07 PM","7/5/2025 6:24:07 PM","7/9/2025 11:19:49 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\__pycache__\_constants.cpython-313.pyc","_constants.cpython-313.pyc","975","7/5/2025 6:24:07 PM","7/5/2025 6:24:07 PM","7/9/2025 11:19:49 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\__pycache__\_optional.cpython-313.pyc","_optional.cpython-313.pyc","5355","7/5/2025 6:24:07 PM","7/5/2025 6:24:07 PM","7/9/2025 11:19:49 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\__pycache__\compressors.cpython-313.pyc","compressors.cpython-313.pyc","2435","7/5/2025 6:24:07 PM","7/5/2025 6:24:07 PM","7/9/2025 11:19:49 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\__pycache__\pickle_compat.cpython-313.pyc","pickle_compat.cpython-313.pyc","8430","7/5/2025 6:24:08 PM","7/5/2025 6:24:08 PM","7/9/2025 11:19:49 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\compat\__pycache__\pyarrow.cpython-313.pyc","pyarrow.cpython-313.pyc","1520","7/5/2025 6:24:08 PM","7/5/2025 6:24:08 PM","7/9/2025 11:19:49 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\__pycache__","__pycache__",,"7/5/2025 6:24:08 PM","7/5/2025 6:24:14 PM","7/9/2025 11:55:34 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\_numba","_numba",,"7/5/2025 6:24:04 PM","7/5/2025 6:24:08 PM","7/9/2025 11:55:34 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\array_algos","array_algos",,"7/5/2025 6:24:03 PM","7/5/2025 6:24:08 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays","arrays",,"7/5/2025 6:24:03 PM","7/5/2025 6:24:08 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\computation","computation",,"7/5/2025 6:24:03 PM","7/5/2025 6:24:09 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\dtypes","dtypes",,"7/5/2025 6:24:03 PM","7/5/2025 6:24:10 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\groupby","groupby",,"7/5/2025 6:24:03 PM","7/5/2025 6:24:11 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\indexers","indexers",,"7/5/2025 6:24:03 PM","7/5/2025 6:24:11 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\indexes","indexes",,"7/5/2025 6:24:03 PM","7/5/2025 6:24:11 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\interchange","interchange",,"7/5/2025 6:24:03 PM","7/5/2025 6:24:12 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\internals","internals",,"7/5/2025 6:24:03 PM","7/5/2025 6:24:12 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\methods","methods",,"7/5/2025 6:24:04 PM","7/5/2025 6:24:13 PM","7/9/2025 11:55:34 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\ops","ops",,"7/5/2025 6:24:04 PM","7/5/2025 6:24:13 PM","7/9/2025 11:55:34 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\reshape","reshape",,"7/5/2025 6:24:04 PM","7/5/2025 6:24:13 PM","7/9/2025 11:55:34 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\sparse","sparse",,"7/5/2025 6:24:04 PM","7/5/2025 6:24:14 PM","7/9/2025 11:55:34 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\strings","strings",,"7/5/2025 6:24:04 PM","7/5/2025 6:24:14 PM","7/9/2025 11:55:34 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\tools","tools",,"7/5/2025 6:24:04 PM","7/5/2025 6:24:14 PM","7/9/2025 11:55:34 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\util","util",,"7/5/2025 6:24:04 PM","7/5/2025 6:24:14 PM","7/9/2025 11:55:34 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\window","window",,"7/5/2025 6:24:04 PM","7/5/2025 6:24:14 PM","7/9/2025 11:55:34 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\__init__.py","__init__.py","0","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:49 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\accessor.py","accessor.py","10044","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:49 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\algorithms.py","algorithms.py","55180","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:49 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\api.py","api.py","2911","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:49 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\apply.py","apply.py","67184","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:49 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arraylike.py","arraylike.py","17655","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\base.py","base.py","41384","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\common.py","common.py","17449","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\config_init.py","config_init.py","27004","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\construction.py","construction.py","26384","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\flags.py","flags.py","3763","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\frame.py","frame.py","447493","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\generic.py","generic.py","475380","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\indexing.py","indexing.py","97236","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\missing.py","missing.py","35270","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\nanops.py","nanops.py","50984","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\resample.py","resample.py","95573","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\roperator.py","roperator.py","1114","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\sample.py","sample.py","4626","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\series.py","series.py","213461","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\shared_docs.py","shared_docs.py","30103","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\sorting.py","sorting.py","22976","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:50 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\__pycache__","__pycache__",,"7/5/2025 6:24:08 PM","7/5/2025 6:24:09 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\arrow","arrow",,"7/5/2025 6:24:03 PM","7/5/2025 6:24:08 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\sparse","sparse",,"7/5/2025 6:24:03 PM","7/5/2025 6:24:09 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\__init__.py","__init__.py","1314","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\_arrow_string_mixins.py","_arrow_string_mixins.py","12560","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\_mixins.py","_mixins.py","17406","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\_ranges.py","_ranges.py","6996","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\_utils.py","_utils.py","1901","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\base.py","base.py","85439","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\boolean.py","boolean.py","12440","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\categorical.py","categorical.py","100418","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\datetimelike.py","datetimelike.py","90548","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\datetimes.py","datetimes.py","92963","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\floating.py","floating.py","4286","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\integer.py","integer.py","6470","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\interval.py","interval.py","63830","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\masked.py","masked.py","56578","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\numeric.py","numeric.py","9165","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\numpy_.py","numpy_.py","17885","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\period.py","period.py","41620","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:51 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\string_.py","string_.py","36940","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\string_arrow.py","string_arrow.py","17129","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\timedeltas.py","timedeltas.py","37830","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\arrow\__pycache__","__pycache__",,"7/5/2025 6:24:08 PM","7/5/2025 6:24:09 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\arrow\__init__.py","__init__.py","221","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\arrow\_arrow_utils.py","_arrow_utils.py","1586","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\arrow\accessors.py","accessors.py","13887","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\arrow\array.py","array.py","103083","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\arrow\extension_types.py","extension_types.py","5459","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\arrow\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","387","7/5/2025 6:24:08 PM","7/5/2025 6:24:08 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\arrow\__pycache__\_arrow_utils.cpython-313.pyc","_arrow_utils.cpython-313.pyc","2141","7/5/2025 6:24:08 PM","7/5/2025 6:24:08 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\arrow\__pycache__\accessors.cpython-313.pyc","accessors.cpython-313.pyc","14820","7/5/2025 6:24:08 PM","7/5/2025 6:24:08 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\arrow\__pycache__\array.cpython-313.pyc","array.cpython-313.pyc","137495","7/5/2025 6:24:09 PM","7/5/2025 6:24:09 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\arrow\__pycache__\extension_types.cpython-313.pyc","extension_types.cpython-313.pyc","9115","7/5/2025 6:24:09 PM","7/5/2025 6:24:09 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\sparse\__pycache__","__pycache__",,"7/5/2025 6:24:09 PM","7/5/2025 6:24:09 PM","7/9/2025 11:55:33 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\sparse\__init__.py","__init__.py","356","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\sparse\accessor.py","accessor.py","12503","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\sparse\array.py","array.py","64585","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:52 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\sparse\scipy_sparse.py","scipy_sparse.py","6462","7/5/2025 6:24:03 PM","7/5/2025 6:24:03 PM","7/9/2025 11:19:53 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\sparse\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","478","7/5/2025 6:24:09 PM","7/5/2025 6:24:09 PM","7/9/2025 11:19:53 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\sparse\__pycache__\accessor.cpython-313.pyc","accessor.cpython-313.pyc","14662","7/5/2025 6:24:09 PM","7/5/2025 6:24:09 PM","7/9/2025 11:19:53 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\sparse\__pycache__\array.cpython-313.pyc","array.cpython-313.pyc","70016","7/5/2025 6:24:09 PM","7/5/2025 6:24:09 PM","7/9/2025 11:19:53 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\sparse\__pycache__\scipy_sparse.cpython-313.pyc","scipy_sparse.cpython-313.pyc","7917","7/5/2025 6:24:09 PM","7/5/2025 6:24:09 PM","7/9/2025 11:19:53 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","1371","7/5/2025 6:24:08 PM","7/5/2025 6:24:08 PM","7/9/2025 11:19:53 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pandas\core\arrays\__pycache__\_arrow_string_mixins.cpython-313.pyc","_arrow_string_mixins.cpython-313.pyc","19705","7/5/2025 6:24:08 PM","7/5/2025 6:24:08 PM","7/9/2025 11:19:53 PM","Archive","BUILTIN\Administrators"
